OBJECTID,Lat,Long,Alt_ft,Tree_ID,Zone,Group_,Leaf_Fall,Common_Name,Genus,Species_Name,Family,Origin,Age_Class,CBH,DBH,Tree_Height_ft,Canopy_Radius_ft,Root_Zone_Infringement,Condition_Class,Priority,Intrest_Houses,Trust_Prop,Trust_Prop_Address,Champion_Tree,Memorial_Tree,Blue_Mtn_Native,Pacific_Slope_Native,Staked,Comments
1604,46.07035,-118.32654,1014,Q46,Q,Conifer,Evergreen,Ponderosa Pine,Pinus,Pinus ponderosa,Pinaceae,,9,23,7.32,15,4,0,Good,B,,,,,,,,,
1605,46.07031,-118.32636,1011,Q47,Q,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,6,1.91,6,2,0,Good,B,,,,,,,,,
1606,46.07031,-118.32636,1011,Q48,Q,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,7,2.3,8,2,0,Good,B,,,,,,,,,
1607,46.07031,-118.32636,1012,Q49,Q,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,5,1.6,6,2,0,Good,B,,,,,,,,,
1608,46.07025,-118.32637,1010,Q50,Q,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,10,18,5.73,25,9,0,Good,B,,,,,,,,,
1609,46.07024,-118.32641,1010,Q51,Q,Conifer,Evergreen,Ponderosa Pine,Pinus,Pinus ponderosa,Pinaceae,,10,11,3.5,9,3,0,Good,B,,,,,,,,,
1610,46.07025,-118.32649,1007,Q52,Q,Conifer,Evergreen,Tolleson's Blue Weeping Juniper,Juniperus,Juniperus scopulorum 'Tolleson's Weeping',Cupressaceae,,15,14,4.46,15,8,0,Good,B,,,,,,,,,
1611,46.07027,-118.32665,1005,Q53,Q,Broadleaf,Deciduous,Red Alder,Alnus,Alnus rubra,Betulaceae,,12,14,4.46,12,5,0,Fair,A,,,,,,,,,
1614,46.06999,-118.32658,1005,Q56,Q,Broadleaf,Deciduous,Crabapple,Malus,Malus,,,,12,3.82,10,5,0,Good,,,,,,,,,,
1615,46.07,-118.32659,1002,Q57,Q,Conifer,Evergreen,Juniper,Juniperus,Juniperus,Cupressaceae,,10,12,3.82,12,4,0,Good,A,,,,,,,,,
1616,46.070338,-118.326777,990,Q58,Q,Broadleaf,Deciduous,White Redbud,Cercis,Cercis canadensis 'Royal White',Fabaceae,,5-7yr.,4,1.27,8,1,0,Good,A,Enviromental House,,,,,,,,
1617,46.070183,-118.326801,990,Q59,Q,Broadleaf,Deciduous,White Redbud,Cercis,Cercis canadensis 'Royal White',Fabaceae,,5-7yr.,4,1.27,8,1,0,Good,A,Enviromental House,,,,,,,,
1618,46.069425,-118.326869,997,Q60,Q,Broadleaf,Deciduous,Silver Maple,Acer,Acer saccharinum,Sapindaceae,,,129,41.08,90,39,0,Good,A,Global Awarness,,,,,,,,
1619,46.069363,-118.326881,990,Q61,Q,Conifer,Evergreen,Lodgepole pine/Shore pine,Pinus,Pinus contorta,Pinaceae,,,29,9.24,12,13,0,Good,A,Global Awarness,,,,,,,,
1620,46.06954,-118.326925,994,Q62,Q,Broadleaf,Deciduous,Red Maple,Acer,Acer rubrum,Sapindaceae,,,42,13.38,40,15,0,Good,A,Global Awarness,,,,,,,,
1621,46.06954,-118.327042,990,Q63,Q,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",,19,6.05,25,9,0,Good,A,Global Awarness,,,,,,,,
1622,46.069571,-118.327143,990,Q64,Q,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",,28,8.92,25,15,0,Good,A,Global Awarness,,,,,,,,
1623,46.070066,118.327956,997,Q65,Q,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,,46,14.65,20,18,0,Good,B,,,,,,,,,
1624,46.070017,-118.32791,997,Q66,Q,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,31,9.87,25,10,0,Fair,B Topped power,German House,,,,,,,,
1625,46.069899,-118.327903,1000,Q67,Q,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,41,13.06,30,15,0,Fair,B Topped power,German House,,,,,,,,
1626,46.069869,-118.327935,999,Q68,Q,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,40,12.74,30,15,0,Fair,B Topped power,German House,,,,,,,,
1627,46.069789,-118.327906,999,Q69,Q,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,45,14.33,30,15,0,Fair,B Topped power,German House,,,,,,,,
1628,46.069733,-118.327919,994,Q70,Q,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,35,11.15,25,12,0,Fair,B Topped power,German House,,,,,,,,
1629,46.069649,-118.327867,994,Q71,Q,Broadleaf,Deciduous,Red Bud,Cercis,Cercis canadensis,fabaceae,,,5,1.6,8,2,0,Fair,B,German House,,,,,,,,
1630,46.069791,-118.327799,994,Q72,Q,Broadleaf,Deciduous,Ash,Fraxinus,Fraxinus,Oleaceae,,,53,16.88,45,22,0,Good,B,German House,,,,,,,,
1633,46.069501,-118.327682,985,Q75,Q,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,,5,1.6,8,2,0,Good,B,,Yes,  comm.service H,,,,,,
1634,46.069508,-118.327831,985,Q76,Q,Broadleaf,Deciduous,Hydrangea Tree,Hydrangea,Hydrangea,Hydrangeaceae,,,5,1.6,5,2,0,Fair,B ,,Yes,  comm.service H,,,,,,
1635,46.069534,-118.32791,985,Q77,Q,Conifer,Evergreen,Spruce,Picea,Picea,Pinaceae,,,72,22.93,60,10,0,Fair,B,,Yes,  comm.service H,,,,,,
1637,46.06938,-118.327895,984,Q79,Q,Conifer,Evergreen,Spruce,Picea,Picea,Pinaceae,,,85,27.07,30,14,0,Poor,B Topped,,Yes,  comm.service H,,,,,,
1638,46.069279,-118.327927,985,Q80,Q,Conifer,Evergreen,Spruce,Picea,Picea,Pinaceae,,,67,21.34,50,18,0,Good,B,,Yes,  comm.service H,,,,,,
1639,46.069259,-118.327772,985,Q81,Q,Broadleaf,Deciduous,Honey Locust,Gleditsia,Gleditsia triacanthos,Fabaceae,,,60,19.11,45,27,0,Fair,A,,Yes,  comm.service H,,,,,,
1640,46.069645,-118.327591,985,Q82,Q,Broadleaf,Deciduous,Red Bud,Cercis,Cercis canadensis,Fabaceae,,,14,4.46,7,3,0,Poor,C 80% dead,,Yes,  407 Cypress,,,,,,
1641,46.069702,-118.327561,984,Q83,Q,Broadleaf,Deciduous,Red Maple,Acer ,Acer rubrum,Sapindaceae,,,61,19.43,50,24,0,Fair,B,,Yes,407 Cypress,,,,,,
1642,46.069642,-118.327358,986,Q84,Q,Broadleaf,Deciduous,Red Bud,Cercis,Cercis canadensis,Fabaceae,,,17,5.41,15,8,0,Good,B,,Yes, 411 Cypress,,,,,,
1643,46.069664,-118.327447,986,Q85,Q,Broadleaf,Deciduous,Red Bud,Cercis,Cercis canadensis,Fabaceae,,,12,3.82,12,9,0,Good,B,,Yes, 411 Cypress,,,,,,
1644,46.069733,-118.327428,986,Q86,Q,Conifer,Evergreen,Pine (2 needle),Pinus,Pinus,Pinaceae,,,59,18.8,30,20,0,Good,B,,Yes, 411 Cypress,,,,,,
1645,46.069743,-118.327311,983,Q87,Q,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,,16,5.1,15,8,0,Good,B,,Yes, 411 Cypress,,,,,,
1646,46.070027,-118.327401,988,Q88,Q,Broadleaf,Deciduous,Hawthorn,Crataegus,Crataegus,Rosaceae,,,74,23.57,25,16,0,Fair,B,,Yes, 411 Cypress,,,,,,
1647,46.070036,-118.327335,991,Q89,Q,Broadleaf,Deciduous,Hawthorn,Crataegus,Crataegus,Rosaceae,,,56,17.83,25,21,0,Fair,B,,Yes, 411 Cypress,,,,,,
1648,46.069898,-118.327274,997,Q90,Q,Broadleaf,Deciduous,Black Walnut,Juglans,Juglans nigra,Juglandaceae,,,49,15.6,35,18,0,Poor,B *risk to building,,Yes, 20Merriam Asian studies,,,,,,
1649,46.069895,-118.327208,996,Q91,Q,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,,40,12.74,35,18,0,Good,B,,Yes, 20Merriam Asian studies,,,,,,
1650,46.06986,-118.32705,994,Q92,Q,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,,,79,25.16,35,26,0,Good,B,,Yes, 20Merriam Asian studies,,,,,,
1651,46.070074,-118.32696,996,Q93,Q,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,,26,8.28,20,10,0,Fair,B,,Yes,14 Merriam,,,,,,
1652,46.070036,-118.326846,996,Q94,Q,Broadleaf,Deciduous,Silver Maple,Acer,Acer saccharinum,Sapindaceae,,,174,55.41,70,30,0,Fair,A,,Yes,14 Merriam,,,,,,
1653,46.069978,-118.326803,994,Q95,Q,Broadleaf,Deciduous,Dogwood,Cornus,Cornus  ,Cornaceae,,,7,2.3,6,3,0,Fair,B,,Yes, 20Merriam Asian studies,,,,,,
1654,46.069912,-118.326784,992,Q96,Q,Broadleaf,Deciduous,Dogwood,Cornus,Cornus  ,Cornaceae,,,7,2.3,8,3,0,Fair,B,,Yes, 20Merriam Asian studies,,,,,,
1655,46.069722,-118.326804,991,Q97,Q,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,,8,2.55,8,4,0,Good,B,,Yes, 20Merriam Asian studies,,,,,,
1656,46.069681,-118.326897,995,Q98,Q,Broadleaf,Deciduous,Ash,Fraxinus,Fraxinus,oleaceae,,,53,16.88,50,18,0,Fair,B,,Yes, 20Merriam Asian studies,,,,,,
1657,46.069635,-118.326907,991,Q99,Q,Broadleaf,Deciduous,Red Bud,Cercis,Cercis canadensis,Fabaceae,,,13,4.14,12,9,0,Good,B,,Yes, 20Merriam Asian studies,,,,,,
1658,46.069638,-118.327026,991,Q100,Q,Broadleaf,Deciduous,Red Bud,Cercis,Cercis canadensis,Fabaceae,,,11,3.5,10,5,0,Good,B,,Yes, 20Merriam Asian studies,,,,,,
1659,46.069731,-118.32703,993,Q101,Q,Conifer,Evergreen,Cedar,Cedrus,Cedrus,Cupressaceae,,,37,11.78,30,10,0,Fair,B,,Yes, 20Merriam Asian studies,,,,,,
1660,46.06962,-118.327145,990,Q102,Q,Broadleaf,Deciduous,Red Bud,Cercis,Cercis canadensis,Fabaceae,,,18,5.73,15,9,0,Good,B,,Yes, 20Merriam Asian studies,,,,,,
1661,46.069691,-118.327235,991,Q103,Q,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,,38,12.1,15,11,0,Good,B,,Yes, 20Merriam Asian studies,,,,,,
1662,46.069605,-118.327335,990,Q104,Q,Broadleaf,Deciduous,Sycamore Maple,Acer,Acer pseudoplatanus,Sapindaceae,,,73,23.25,40,26,0,Fair,A,,Yes, 416Cypress,,,,,,
1663,46.069572,-118.327405,990,Q105,Q,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,,,107,34.08,40,35,0,Fair,A,,Yes, 416Cypress,,,,,,
1664,46.069162,-118.327475,989,Q106,Q,Broadleaf,Deciduous,Black Locust,Robinia,Robinia pseudoacacia,Fabaceae,,,109,34.71,40,26,0,Fair,A,,Yes, 416Cypress,,,,,,
1665,46.06882,-118.326877,991,Q107,Q,Broadleaf,Deciduous,Black Walnut,Juglans,Juglans nigra,Juglandaceae,,,44,14.01,35,28,0,Fair,B,,Yes, 116Merriam,,,,,,
1666,46.068756,-118.326883,989,Q108,Q,Broadleaf,Deciduous,Norway Maple (cluster of 7),Acer,Acer platanoides,Sapindaceae,,,19-34,10.82,,22,0,Fair,B *recomend thining,,Yes, 116Merriam,,,,,,
1667,46.068784,-118.326957,989,Q109,Q,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,,,,,,0,Poor,C  90%dead,,Yes, 116Merriam,,,,,,
1668,46.068693,-118.327062,987,Q110,Q,Broadleaf,Deciduous,Silver Maple,Acer,Acer saccharinum,Sapindaceae,,,38,12.1,50,25,0,Fair,B,,Yes, 116Merriam,,,,,,
1669,46.068707,-118.327125,987,Q111,Q,Broadleaf,Deciduous,Black Walnut,Juglans,Juglans nigra,Juglandaceae,,,,,,,0,Poor,C 80% dead,,Yes, 116Merriam,,,,,,
1670,46.068681,-118.327223,985,Q112,Q,Broadleaf,Deciduous,???,Unidentified,,,,,48,15.29,35,15,0,Fair,B,,Yes, 116Merriam,,,,,,
1671,46.068648,-118.327271,983,Q113,Q,Broadleaf,Deciduous,Flowering Plum,Prunus,Prunus,Rosaceae,,,7,2.3,12,4,0,Fair,B,,Yes,  writing H121Otis,,,,,,
1672,46.068688,-118.327301,985,Q114,Q,Broadleaf,Deciduous,"Silver Maple (Cluster,shoots)",Acer,Acer saccharinum,Sapindaceae,,,,,,,0,Poor,C recomend removal,,Yes,  writing H121Otis,,,,,,
1673,46.068582,-118.327456,985,Q115,Q,Broadleaf,Deciduous,Black Walnut,Juglans,Juglans nigra,Juglandaceae,,,91,28.98,45,30,0,Poor,B*hangers,,Yes,  writing H121Otis,,,,,,
1674,46.068685,-118.327428,984,Q116,Q,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,,62,19.75,55,20,0,Fair,B*hangers,,Yes,  writing H121Otis,,,,,,
1675,46.068705,-118.327434,984,Q117,Q,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,,45,14.33,55,20,0,Fair,B*hangers,,Yes,  writing H121Otis,,,,,,
1676,46.068634,-118.327466,985,Q118,Q,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,,63,20.06,45,16,0,Fair,B,,Yes,  writing H121Otis,,,,,,
1677,46.068599,-118.327517,984,Q119,Q,Broadleaf,Deciduous,Black Locust,Robinia,Robinia pseudoacacia,Fabaceae,,,29,9.24,35,15,0,Fair,B,,Yes,  writing H121Otis,,,,,,
1678,46.068585,-118.327627,983,Q120,Q,Broadleaf,Deciduous,Sycamore  ,Platanus,Platanus,Sapindaceae,,,153,48.73,70,45,0,Good,B,,Yes,  writing H121Otis,,,,,,
1679,46.068551,-118.327717,983,Q121,Q,Broadleaf,Deciduous,Hawthorn,Crataegus,Crataegus,Rosaceae,,,34,10.83,25,17,0,Fair,B,,Yes,  writing H121Otis,,,,,,
1680,46.068492,-118.327875,982,Q122,Q,Broadleaf,Deciduous,Sycamore Maple,Acer,Acer pseudoplatanus,Sapindaceae,,,,,,60,0,Fair,B*hangers,,Yes,  writing H121Otis,,,,,,
1681,46.068594,-118.327878,981,Q123,Q,Conifer,Evergreen,Spruce,Picea,Picea,Pinaceae,,,22,7,15,10,0,Good,B,,Yes,  writing H121Otis,,,,,,
1682,46.068701,-118.327803,982,Q124,Q,Broadleaf,Deciduous,Sycamore  ,Platanus,Platanus,Sapindaceae,,,143,45.54,65,40,0,Good,B,,Yes,  writing H121Otis,,,,,,
1683,46.068758,-118.327938,983,Q125,Q,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,,3,0.96,9,4,0,Good,B,,Yes,  writing H121Otis,,,,,,
1684,46.068706,-118.327953,982,Q126,Q,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,,4,1.27,10,5,0,Good,B,,Yes,  writing H121Otis,,,,,,
1685,46.068635,-118.327971,983,Q127,Q,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,,6,1.91,12,5,0,Good,B,,Yes,  writing H121Otis,,,,,,
1686,46.068145,-118.327948,982,Q128,Q,Broadleaf,Deciduous,Sycamore  ,Platanus,Platanus,Sapindaceae,,,143,45.54,80,45,0,Good,B,,Yes, 131 Otis,,,,,,
1687,46.068223,-118.327902,983,Q129,Q,Broadleaf,Deciduous,Sycamore  ,Platanus,Platanus,Sapindaceae,,,155,49.36,80,55,0,Good,B,,Yes, 131 Otis,,,,,,
1688,46.068153,-118.327451,984,Q130,Q,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,,,27,8.6,20,14,0,Good,B,,Yes, 131 Otis,,,,,,
1689,46.068307,-118.327618,983,Q131,Q,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,,84,26.75,40,17,0,Good,B,,Yes, 131 Otis,,,,,,
1690,46.068309,-118.327618,983,Q132,Q,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,,33,10.51,40,16,0,Good,B,,Yes, 131 Otis,,,,,,
1691,46.068319,-118.327616,982,Q133,Q,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,,52,16.56,45,20,0,Good,B,,Yes, 131 Otis,,,,,,
1692,46.068407,-118.327592,984,Q134,Q,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,,69,21.97,45,18,0,Good,B,,Yes, 131 Otis,,,,,,
1693,46.068448,-118.327509,982,Q135,Q,Broadleaf,Deciduous,Cherry,Prunus,Prunus,Rosaceae,,,31,9.87,20,10,0,Good,B,,Yes, 131 Otis,,,,,,
1694,46.068598,-118.327915,983,Q136,Q,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,,6,1.91,12,6,0,Good,B,,Yes,  writing H121Otis,,,,,,
1695,46.069533,-118.327636,983,Q137,Q,Broadleaf,Deciduous,Purple Beech,Fagus,Fagus sylvatica 'Purpurea Tricolor,Fagaceae,,,4,1.27,10,3,0,Good,B,,yes,Community Service House,,,,,,
1696,46.069542,-118.327747,983,Q138,Q,Broadleaf,Deciduous,Purple Beech,Fagus,Fagus sylvatica 'Purpurea Tricolor,Fagaceae,,,4,1.27,10,3,0,Good,B,,yes,Community Service House,,,,,,
1697,46.069552,-118.327809,983,Q139,Q,Broadleaf,Deciduous,Purple Beech,Fagus,Fagus sylvatica 'Purpurea Tricolor,Fagaceae,,,4,1.27,10,3,0,Good,B,,yes,Community Service House,,,,,,
1698,46.0759563,-118.3250777,1006,R1,R,Broadleaf,Deciduous,Europen White Birch,Betula,Betula pendula,Betulaceae,,35,47,14.99,60,20,0.75,Poor,C,,,,,,,,,
1699,46.0758665,-118.3250711,1004,R2,R,Broadleaf,Deciduous,Sycamore Maple,Acer,Acer pseudoplatanus,Sapindaceae,,35,61,19.43,35,25,0.35,Fair,B,,,,,,,,,
1701,46.0758237,-118.3251101,1018,R5,R,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,50,36,11.46,25,10,0.25,Fair,B,,,,,,,,,
1702,46.0757436,-118.3251351,-118,R6,R,Broadleaf,Deciduous,Europen White Birch,Betula,Betula pendula,Betulaceae,,50,51,16.24,55,17,0.35,Fair,B,,,,,,,,,
1703,46.0756769,-118.3249571,1027,R7,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,75,23.89,55,24,0.4,Good,B,,,,,,,,,
1704,46.0756299,-118.32516,1027,R8,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,85,27.07,55,21,0.4,Good,B,,,,,,,,,
1705,46.0755968,-118.3253799,1027,R9,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,109,34.71,55,23,0.4,Good,B,,,,,,,,,
1706,46.07558,-118.3255783,996,R10,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,101,32.17,55,23,0.4,Good,B,,,,,,,,,
1707,46.075578,-118.3257908,995,R11,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,96,30.57,55,28,0.4,Good,B,,,,,,,,,
1708,46.075589,-118.326007,995,R12,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,87,27.7,55,25,0.4,Good,B,,,,,,,,,
1709,46.075609,-118.3262615,990,R13,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,77,24.52,55,23,0.4,Good,B,,,,,,,,,
1710,46.075639,-118.3263158,994,R14,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,66,21.2,55,20,0.4,Good,B,,,,,,,,,
1711,46.075681,-118.3264855,991,R15,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,91,28.98,55,25,0.4,Good,B,,,,,,,,,
1712,46.0757,-118.3265666,991,R16,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,73,23.25,55,21,0.4,Good,B,,,,,,,,,
1713,46.07573,-118.3267107,994,R17,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,85,27.07,55,26,0.4,Good,B,,,,,,,,,
1714,46.075773,-118.3269416,992,R18,R,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",50,84,26.75,55,25,0.4,Good,B,,,,,,,,,
1715,46.075801,-118.3270635,994,R19,R,Broadleaf,Deciduous,Europen White Birch,Betula,Betula pendula,Betulaceae,,45,46,14.65,50,15,0.3,Poor,C,,,,,,,,,
1716,46.07604,-118.32681,995,R20,R,Broadleaf,Deciduous,Europen White Birch,Betula,Betula pendula,Betulaceae,,45,51,16.24,50,12,0.25,Poor,B,,,,,,,,,
1717,46.07637,-118.32647,995,R21,R,Conifer,Evergreen,Spruce,Picea,Picea,Pinaceae,,75,98,31.21,75,15,0,Good,B,,,,,,,,,
1718,46.07631,-118.32621,995,R22,R,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,8,10,3.18,10,1,0,Good,A,,,,,,,x,,
1719,46.07614,-118.32623,1001,R23,R,Conifer,Evergreen,Austrian Pine,Pinus,Pinus nigra,Pinaceae,Mediterranean Sea,70,114,30.31,60,36,0,Good,A,,,,,,,,,
1720,46.076019,-118.32632,997,R24,R,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",12,65,20.7,20,8,0,Good,A,,,,,,,x,,
1721,46.076,-118.3264281,994,R25,R,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",12,66,21.2,25,7,0,Good,A,,,,,,,x,,
1722,46.076148,-118.3265253,995,R26,R,Broadleaf,Deciduous,Weeping Willow,Salix,Salix babylonica,Salicaceae,,,,0,,,0,Poor,Islandtreepond,,,,,,,,,
1723,46.075946,-118.3264514,1001,R27,R,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",12,48,15.29,30,6,0,Good,A,,,,,,,x,,
1724,46.07592,-118.32653,1001,R28,R,Broadleaf,Deciduous,Tulip Tree,Liriodendron,Liriodendron tulipifera,Magnoliaceae,,15,48,15.29,45,16,0,Good,B,,,,,,,,,
1725,46.07604,-118.32665,1002,R29,R,Broadleaf,Deciduous,Sycamore Maple,Acer,Acer pseudoplatanus,Sapindaceae,,65,96,30.57,60,32,0,Fair,B,,,,,,,,,
1726,46.07605,-118.3268,996,R30,R,Broadleaf,Deciduous,Tree of Heaven,Ailanthus,Ailanthus altissima,Simaroubaceae,,45,92,29.29,70,20,0,Good,B,,,,,,,,,
1727,46.076,-118.3268,914,R31,R,Conifer,Evergreen,False Cypress,Chamaecyparis,Chamaecyparis,Cupressaceae,,60,48,15.29,25,10,0,Poor,C,,,,,,,,,
1728,46.07597,-118.32686,930,R32,R,Conifer,Evergreen,False Cypress,Chamaecyparis,Chamaecyparis,Cupressaceae,,60,55,17.52,35,17,0,Fair,B,,,,,,,,,
1729,46.07595,-118.32683,937,R33,R,Broadleaf,Deciduous,Tree of Heaven,Ailanthus,Ailanthus altissima,Simaroubaceae,,45,148,47.13,70,40,0,Fair,B,,,,,,,,,
1730,46.07592,-118.3269,948,R34,R,Broadleaf,Deciduous,Tree of Heaven,Ailanthus,Ailanthus altissima,Simaroubaceae,,45,96,30.57,55,45,0,Fair,B,,,,,,,,,
1731,46.07609,-118.32686,996,R35,R,Broadleaf,Deciduous,Europen White Birch,Betula,Betula pendula,Betulaceae,,60,52,16.56,45,14,0,Fair,B,,,,,,,,,
1732,46.07582,-118.32709,1005,R36,R,Broadleaf,Deciduous,Europen White Birch,Betula,Betula pendula,Betulaceae,,60,46,14.65,45,13,0,Poor,C,,,,,,,,,
1733,46.07582,-118.32699,1009,R37,R,Conifer,Evergreen,False Cypress,Chamaecyparis,Chamaecyparis,Cupressaceae,,60,60,19.11,30,12,0,Fair,B,,,,,,,,,
1734,46.07582,-118.327,1006,R38,R,Conifer,Evergreen,False Cypress,Chamaecyparis,Chamaecyparis,Cupressaceae,,60,55,17.52,30,12,0,Fair,B,,,,,,,,,
1735,46.07581,-118.32695,1006,R39,R,Conifer,Evergreen,False Cypress,Chamaecyparis,Chamaecyparis,Cupressaceae,,60,63,20.06,40,15,0,Fair,B,,,,,,,,,
1736,46.075796,-118.3266346,1009,R40,R,Broadleaf,Deciduous,Little Leaf Linden,Tilia,Tilia cordata,Tiliaceae,,7,13,4.14,12,5,0,Fair,B,,,,,,,,,
1737,46.075781,-118.32656,1015,R41,R,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,,29,9.24,30,6,0,Good,B,,,,,,,,,
1738,46.07574,-118.32649,1017,R42,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,,24,7.64,35,10,0,Good,B,,,,,,,,,
1739,46.0757,-118.3263,1017,R43,R,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,,24,7.64,30,10,0,Good,B,,,,,,,,,
1740,46.07575,-118.32622,1014,R44,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,,26,8.28,35,10,0,Good,B,,,,,,,,,
1741,46.075707,-118.3261838,1020,R45,R,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,,28,8.92,30,9,0,Good,B,,,,,,,,,
1742,46.07578,-118.32604,1023,R46,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,,23,7.32,35,9,0,Good,A,,,,,,,,,
1743,46.075707,-118.3260742,503,R47,R,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,,22,7,45,7,0,Good,B,,,,,,,,,
1744,46.075735,-118.3259183,518,R48,R,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,65,78,24.84,75,21,0,Good,B,,,,,,,,,
1745,46.07568,-118.3258085,523,R49,R,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,,28,8.92,35,8,0.1,Good,B,,,,,,,,,
1746,46.07572,-118.32574,540,R50,R,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,,30,9.55,30,12,0,Good,B,,,,,,,,,
